item-id,rating
6300248100,G10
6300248135,G10
6300248216,G9
6300248291,G7
6300248569,G10
6300249816,G10
6300249824,G10
6300249867,G10
6300249964,G10
6300250164,G10
6300250407,G10
6300250512,G10
6300251217,G10
6300251330,G9
6300252310,G10
6300267830,G10
6300267962,G10
6300268012,G10
6300268128,G10
6300268683,G10
6300268748,G10
6300268799,G10
6300268853,G9
6300269280,G10
6300269299,G10
6300269450,G10
6300269477,G10
6300270068,G10
6300270122,G8
6300270130,G10
6300270149,G10
6300270211,G10
6300270270,G10
6300270297,G10
6300270327,G10
6300270424,G10
6300270912,G10
6300271358,G10
630027151X,G10
6300271668,G10
6300271706,G10
6300273210,G10
6300274195,G10
6300274268,G10
6300274586,G10
6300274608,G10
6300275116,G10
6300275310,G10
6300276740,G10
6300276945,G10
6300984869,G10
6300987485,G10
6300987531,G10
6300987787,G10
6300988600,G10
6300988805,G10
6300989003,G10
6301005740,G10
6301006798,G10
6301008944,G10
6301008960,G10
6301017072,G10
6301031474,G9
6301039459,G10
6301050886,G10
6301065557,G10
6301065565,G10
6301065573,G10
6301066162,G10
6301094352,G9
6301094999,G10
6301095294,G10
6301103513,G10
6301105915,G10
6301106482,G10
6301106490,G10
6301115538,G10
6301163788,G10
6301174240,G10
6301175220,G10
6301175239,G10
6301179544,G10
630120798X,G10
6301216113,G10
6301216121,G10
6301216156,G10
6301216210,G9
6301217861,G10
6301221486,G10
6301221923,G10
6301239598,G10
6301264177,G10
6301279654,G9
630130053X,G10
6301300548,G10
6301307208,G9
6301325540,G10
630133275X,G10
6301334523,G10
6301348281,G10
6301379616,G10
6301390725,G10
6301390768,G10
6301398912,G10
6301408977,G10
6301410831,G10
6301412761,G10
6301415159,G10
6301423682,G8
6301435192,G10
6301440056,G10
6301442768,G10
6301464966,G10
6301465601,G10
6301480473,G10
6301491920,G10
630150528X,G10
6301528565,G10
6301528581,G10
630156118X,G10
6301562925,G9
6301570723,G9
6301586026,G10
6301589068,G10
6301589106,G10
6301590740,G10
6301599225,G10
6301608534,G10
6301618033,G10
6301640594,G10
6301640659,G9
6301640780,G10
6301643410,G10
630165191X,G10
6301661710,G10
6301661737,G10
6301661850,G10
6301662954,G10
6301666569,G10
6301670124,G10
6301691687,G10
6301697308,G10
6301697723,G10
6301697758,G10
6301706471,G10
6301706498,G10
6301706811,G10
6301708113,G10
6301708261,G10
6301718275,G10
6301736303,G10
6301744128,G9
6301744136,G10
6301748107,G10
6301753534,G10
6301758110,G7
6301758641,G10
6301759079,G10
630176031X,G10
6301763041,G10
6301767918,G10
6301773551,G10
6301773578,G10
6301773586,G10
6301777387,G10
6301777476,G10
6301777840,G10
6301782666,G10
6301788494,G10
6301788508,G9
6301793196,G10
630179513X,G10
6301797949,G10
6301797965,G10
6301797973,G10
630179799X,G10
6301798058,G10
6301798066,G10
6301798201,G10
630179849X,G10
6301798562,G10
6301798643,G10
6301798732,G10
6301798740,G10
6301801288,G10
6301801709,G10
6301801849,G10
6301802322,G10
6301805429,G10
6301805615,G10
6301810678,G10
6301813480,G10
6301815807,G10
6301817761,G10
630186316X,G10
6301902645,G10
6301912373,G10
6301914090,G10
6301928180,G10
6301928555,G10
6301928679,G10
6301929942,G9
6301930789,G9
6301931025,G10
6301932420,G10
6301933532,G10
6301942647,G10
6301942728,G10
6301945301,G10
6301954890,G10
630195517X,G10
6301959728,G10
6301959949,G10
6301963660,G10
6301963717,G10
6301963725,G10
6301964179,G10
6301964209,G10
6301964217,G10
6301964314,G10
6301966074,G10
6301966244,G10
6301966465,G10
6301966554,G10
6301966562,G10
6301966848,G10
6301966899,G9
6301967275,G10
6301967690,G10
630196781X,G10
6301967852,G10
6301968824,G10
6301969294,G10
6301969316,G10
6301969413,G10
6301969928,G10
6301971175,G10
6301971191,G10
6301971280,G10
6301971345,G10
6301971418,G10
6301971531,G10
6301971663,G10
6301971752,G10
6301971809,G10
6301971876,G10
630197204X,G10
6301972279,G10
6301973232,G10
6301973259,G10
6301973305,G10
6301973461,G10
6301975960,G10
6301976029,G10
6301976045,G10
630197753X,G10
6301977750,G10
6301977963,G10
6301978315,G10
6301978501,G10
6301982746,G9
6301996100,G10
6302000610,G10
630200098X,G10
630200912X,G10
6302010306,G10
630202028X,G10
6302025303,G10
6302030919,G10
6302032237,G10
6302032245,G10
6302032253,G10
630203535X,G10
6302036852,G9
6302036941,G10
6302038340,G9
6302045916,G10
6302049148,G10
6302069130,G7
6302078024,G10
6302078091,G10
6302078164,G9
6302088593,G10
6302091632,G10
6302096243,G10
6302096316,G10
6302098424,G10
6302098440,G10
6302098459,G10
6302098505,G10
6302098548,G10
6302101395,G10
6302101743,G10
630210176X,G10
6302112060,G9
6302112117,G10
6302113156,G10
630211702X,G10
6302120527,G10
6302120616,G10
6302121582,G9
6302136261,G10
6302148332,G10
6302150930,G10
6302156815,G10
6302158095,G10
6302158176,G9
6302168465,G10
6302181755,G10
6302182840,G10
6302206294,G10
6302215730,G10
6302224462,G10
630222540X,G10
630223168X,G10
630223722X,G10
6302238331,G10
6302241081,G10
6302241693,G10
6302250161,G9
6302250277,G10
6302254132,G10
6302256615,G10
6302259096,G10
6302260973,G10
6302261597,G10
6302269431,G10
6302271991,G10
6302272602,G10
6302274001,G10
6302277760,G10
6302281849,G10
630228354X,G10
6302287448,G10
6302289009,G10
6302289017,G10
6302289041,G10
630229357X,G10
630229455X,G10
6302299489,G10
6302305950,G10
6302309506,G10
6302309514,G10
6302309522,G10
6302312434,G10
6302313899,G10
6302320410,G10
6302320488,G10
630236308X,G10
6302363098,G10
6302365937,G10
6302375770,G10
6302380294,G10
6302386608,G8
6302404223,G10
6302409365,G10
6302409829,G10
6302413419,G10
6302413435,G10
6302413737,G10
6302413850,G10
6302418828,G10
630242335X,G10
6302424887,G10
6302424909,G10
6302426200,G10
6302428122,G10
6302428939,G10
630243078X,G10
6302439485,G10
630244327X,G10
6302447712,G10
6302447739,G9
6302450187,G10
630245333X,G10
6302457254,G10
6302458900,G10
6302459702,G10
6302469090,G10
6302470021,G10
6302477379,G10
6302479487,G10
6302481791,G10
6302482712,G10
6302484367,G10
6302484383,G10
6302484391,G10
6302484405,G10
630248443X,G10
6302485010,G9
6302491940,G10
6302502667,G10
6302503795,G10
6302503833,G10
6302507596,G10
630251004X,G10
630251018X,G10
6302534372,G10
6302541743,G10
6302544289,G10
6302548748,G10
6302554713,G10
6302561957,G10
6302587239,G10
6302588626,G10
6302593220,G10
6302595770,G10
6302610699,G10
6302620740,G10
6302623294,G10
6302637899,G10
6302640504,G10
630264223X,G10
6302650046,G10
6302655897,G10
6302656125,G10
6302658888,G10
630266232X,G10
6302662478,G10
6302662591,G10
6302662745,G10
6302676231,G6
6302676711,G10
6302678846,G10
6302681049,G10
6302681685,G10
6302685141,G10
6302689724,G10
6302712009,G10
6302712017,G10
6302712920,G10
6302717329,G10
630271771X,G10
6302719666,G10
6302720419,G9
630272256X,G10
6302722764,G10
6302725542,G10
6302728371,G10
6302728657,G10
6302734924,G10
6302737249,G10
6302747384,G8
6302749336,G10
6302753198,G10
6302757096,G10
6302760089,G10
6302760119,G10
6302763770,G10
6302763835,G10
630276386X,G10
6302763908,G10
6302768810,G10
6302772745,G10
6302779448,G10
6302783968,G10
6302787068,G10
6302794404,G10
630279482X,G10
6302795567,G10
6302795575,G10
630279742X,G10
6302797535,G10
6302797675,G10
6302797713,G10
6302799112,G10
6302800404,G10
6302800420,G10
6302800498,G10
6302800579,G10
6302800587,G10
6302800854,G10
6302800897,G10
6302801133,G10
6302804752,G10
6302814146,G9
6302814804,G10
6302842263,G10
6302859727,G10
6302872669,G10
6302877911,G9
6302921384,G10
6302946387,G10
6302962048,G10
6302969271,G10
630296931X,G10
6302969603,G10
6302969697,G10
6302969700,G10
6302969786,G10
6302969972,G10
6302970040,G10
6302986338,G10
6302990033,G8
6302990114,G10
6302990130,G10
6302990149,G9
6302993695,G10
6302994063,G10
6302994071,G10
630299408X,G10
630300203X,G10
6303011012,G10
6303011594,G10
6303011969,G9
6303012140,G10
6303014887,G10
6303017983,G10
6303018351,G10
6303022901,G10
6303022928,G10
6303023355,G10
6303027016,G10
6303036813,G10
6303037453,G10
6303039405,G10
6303039456,G10
6303042503,G10
6303046436,G10
6303047025,G10
6303047564,G10
6303049001,G10
6303049079,G10
6303051618,G9
6303052487,G9
6303052630,G8
630305725X,G10
6303057942,G10
6303058957,G10
630306020X,G10
6303066720,G10
6303072798,G10
6303072828,G10
6303073107,G10
6303075940,G10
6303079709,G10
6303082653,G10
6303082866,G10
6303084095,G10
6303085547,G10
6303091962,G10
6303091970,G10
6303091989,G9
6303092306,G10
6303095216,G10
6303101178,G10
6303101224,G10
6303101240,G10
6303101410,G10
6303102425,G10
6303102441,G10
630310245X,G10
6303102492,G10
630310374X,G10
6303107338,G10
6303109918,G10
6303109926,G9
6303111564,G10
6303111920,G10
6303114946,G10
6303115381,G9
6303118100,G10
6303118232,G10
6303118240,G10
6303118259,G10
6303122647,G10
6303122876,G10
6303124798,G10
630312898X,G10
6303131891,G10
6303140157,G10
6303140165,G10
630314179X,G10
6303141978,G10
6303142346,G10
6303148387,G10
6303149200,G10
6303149316,G10
6303152759,G10
6303152821,G10
6303153305,G10
6303153348,G10
6303153461,G10
630315851X,G10
6303162290,G9
6303165680,G10
6303167314,G10
6303168345,G10
6303168957,G10
6303170498,G10
6303182135,G10
6303186874,G10
6303191398,G10
6303192254,G10
6303194508,G10
6303196543,G10
6303201288,G10
6303202225,G10
6303203256,G10
630320385X,G10
6303205364,G10
6303206158,G10
6303209955,G10
6303212220,G10
6303212263,G10
6303212298,G10
6303212379,G10
6303212387,G10
6303212395,G10
630321245X,G10
6303213650,G10
6303224407,G10
6303236685,G10
6303243606,G10
6303248209,G9
6303248942,G9
6303257267,G10
6303257275,G10
6303257348,G10
6303257429,G10
6303257720,G10
6303257739,G10
6303257828,G10
6303257844,G10
6303257852,G9
6303265715,G10
6303265774,G10
6303266371,G10
6303269826,G10
6303269834,G10
6303269850,G10
6303269869,G10
6303269966,G10
630327417X,G10
630327630X,G10
6303276881,G10
6303284183,G10
6303286542,G10
6303295614,G10
6303305520,G10
6303313337,G10
6303313345,G10
6303315305,G10
6303317340,G10
6303326781,G10
6303328164,G10
6303333079,G10
6303338569,G10
6303338690,G10
6303347665,G10
6303354742,G10
6303354912,G10
6303354939,G10
6303355005,G10
6303363598,G10
6303364438,G9
6303364705,G10
6303365752,G10
6303382347,G9
6303382940,G10
630338305X,G10
6303383289,G10
6303383327,G10
6303386334,G9
6303391931,G10
6303394035,G10
6303394043,G10
6303394051,G10
630339406X,G10
6303394345,G10
6303394353,G10
6303396623,G10
6303398375,G10
6303398480,G10
6303407161,G10
6303407188,G10
6303416403,G10
6303418724,G10
630341964X,G10
6303419771,G10
6303422020,G10
6303422942,G10
6303422969,G10
6303430562,G10
6303430570,G10
6303433766,G10
6303433782,G10
6303439136,G10
6303442447,G10
6303443222,G9
630344394X,G10
6303450083,G10
6303450199,G10
6303450202,G10
6303450849,G10
6303451144,G9
6303451489,G10
6303451519,G10
6303451535,G10
6303454038,G9
6303454542,G10
6303457703,G10
6303459765,G10
6303464831,G10
6303467253,G10
6303467717,G10
6303471099,G10
6303471102,G10
6303471153,G10
6303471390,G10
6303471404,G10
6303471501,G10
630347151X,G10
6303471552,G9
6303471587,G10
6303471714,G10
630347327X,G10
6303477143,G10
6303481345,G10
6303482295,G10
6303486754,G10
6303486894,G10
6303490980,G10
6303492509,G10
6303494080,G10
6303501281,G10
6303503381,G10
6303507565,G10
6303507689,G10
6303510108,G10
6303514723,G10
6303515231,G10
6303515304,G10
6303515894,G9
6303521231,G10
630352138X,G10
6303521517,G10
6303534422,G10
630354200X,G10
630354231X,G10
6303542344,G10
6303542352,G10
6303544746,G10
6303548970,G10
6303560067,G10
630356027X,G10
6303562248,G10
6303562515,G9
6303567126,G10
630356822X,G10
6303574203,G10
6303574289,G10
6303575358,G10
6303575617,G9
6303579396,G8
6303579612,G10
6303581307,G10
6303589065,G10
6303589146,G10
6303591922,G10
6303592570,G10
6303593135,G10
6303593666,G10
6303597866,G10
6303599109,G10
6303610811,G10
630361437X,G10
6303617719,G10
6303619932,G10
630362572X,G10
6303625738,G10
6303625800,G10
6303631851,G10
630363270X,G10
6303637574,G10
6303646417,G10
6303646689,G10
6303651453,G10
630365147X,G10
6303651488,G10
6303651879,G10
6303651917,G10
6303675026,G10
6303675387,G10
6303682952,G10
6303686745,G10
630368680X,G10
6303686834,G9
6303686850,G10
6303686907,G10
630368727X,G10
6303690653,G8
6303696813,G10
6303697224,G10
6303820905,G10
6303823351,G10
6303824358,G10
6303824382,G10
6303832563,G10
6303832601,G10
6303853102,G10
6303854311,G10
6303855466,G10
6303855555,G9
630386001X,G10
630387827X,G10
6303878296,G10
6303890423,G10
6303890458,G10
630390811X,G10
6303908306,G10
6303909949,G10
6303914985,G8
6303916228,G10
6303917461,G10
630391750X,G10
6303918522,G10
6303920098,G10
6303920713,G10
6303921248,G10
6303929338,G10
6303929567,G10
6303929575,G10
6303929583,G10
6303934552,G9
6303935222,G9
6303935419,G9
6303935443,G10
630393546X,G10
6303943004,G10
630394325X,G10
6303945317,G10
6303949436,G10
6303949983,G10
6303950000,G10
630395278X,G10
6303953344,G10
6303954103,G10
6303954138,G10
6303954197,G10
6303954227,G10
6303954278,G10
6303954294,G10
6303957064,G10
630396155X,G10
6303961568,G10
6303962467,G10
6303964745,G10
6303964788,G10
6303965415,G10
6303965792,G10
6303968163,G10
6303968651,G10
6303969585,G10
6303972969,G10
6303977898,G10
630398021X,G10
6303980414,G10
6303980813,G10
6303982662,G10
6303984088,G10
6303990452,G10
6303998046,G10
6303998240,G9
6303998267,G10
6304004540,G10
6304005490,G10
6304006837,G10
6304007647,G10
6304008716,G10
6304011431,G10
630401323X,G10
6304016859,G10
6304017049,G10
6304017081,G10
630401743X,G10
6304017782,G10
6304019688,G9
6304022166,G10
630402925X,G10
6304030959,G10
6304037279,G10
6304039220,G10
6304039255,G10
6304039530,G10
6304039549,G10
6304041950,G10
6304044836,G10
6304045883,G9
6304047916,G10
6304053517,G10
6304054777,G10
6304056745,G10
6304056869,G10
6304056877,G10
6304056958,G10
6304057679,G10
6304059647,G10
630406182X,G10
6304068522,G10
6304071892,G10
6304075413,G10
6304078102,G10
6304078110,G10
6304078145,G8
6304083149,G10
6304083777,G10
6304089201,G10
6304089627,G10
6304094973,G10
6304097050,G7
6304100507,G10
6304101147,G10
6304105436,G10
6304105967,G8
6304106041,G10
630410605X,G10
6304107250,G10
6304107641,G10
6304108729,G10
6304108869,G10
6304108877,G10
6304109717,G10
6304111231,G10
6304111258,G10
6304111347,G10
6304111363,G10
6304111762,G10
6304113404,G10
6304118937,G10
6304119046,G10
630413231X,G10
6304132336,G10
6304132344,G10
6304132360,G10
6304136242,G8
6304137168,G10
6304137184,G8
6304139454,G10
630414069X,G10
6304140908,G10
6304142137,G10
6304147074,G10
6304147139,G10
6304151225,G10
6304152450,G10
6304152876,G10
6304153791,G10
6304155972,G10
6304160208,G10
6304162200,G10
6304167660,G9
6304167725,G10
6304168659,G10
6304168780,G10
630416923X,G10
6304176287,G10
6304178360,G10
630417893X,G10
6304179561,G10
6304185901,G9
6304195281,G9
6304196660,G10
6304196784,G10
6304196873,G10
6304196911,G10
6304198493,G10
630420065X,G10
6304202725,G10
6304204906,G10
6304209401,G10
6304209908,G10
6304211740,G10
6304216939,G10
6304224621,G10
630422513X,G10
6304230672,G10
6304232764,G10
6304233639,G10
6304233965,G9
6304238029,G10
6304238096,G10
6304238118,G10
6304238142,G10
6304239149,G10
6304239181,G8
6304240554,G10
6304246579,G10
6304258984,G10
6304259093,G8
6304259158,G10
6304263457,G10
6304263465,G10
630426786X,G9
6304267967,G10
6304269064,G9
6304271506,G10
6304274742,G10
6304277385,G10
6304278691,G9
6304279000,G10
6304285116,G10
6304285388,G10
6304285396,G10
630428540X,G10
6304285728,G10
6304286325,G10
6304286384,G10
6304286422,G10
6304286457,G10
630428666X,G10
6304286805,G10
6304286856,G10
6304287305,G10
6304288433,G10
630428845X,G9
6304288549,G10
6304290888,G10
6304291353,G8
6304291361,G9
6304291701,G10
6304293321,G10
6304293488,G10
6304293941,G10
6304296312,G9
6304297912,G10
6304298285,G10
6304308396,G10
630430840X,G10
6304308418,G10
6304308434,G10
6304308469,G10
6304310099,G10
6304311885,G10
6304316267,G10
6304326289,G10
6304328583,G10
6304329008,G10
6304331053,G10
6304331851,G10
6304337434,G9
6304340486,G10
6304340532,G10
630434063X,G10
6304341849,G10
6304342462,G10
6304342470,G10
6304343426,G10
6304345062,G9
6304346166,G9
6304353634,G10
6304359659,G10
6304359721,G10
6304360983,G10
6304361009,G10
6304362498,G10
6304366043,G10
6304366086,G10
6304368801,G10
6304375239,G10
6304375344,G10
6304383169,G10
6304383193,G10
6304383657,G10
6304383827,G10
6304383835,G10
630438386X,G10
6304384211,G4
630438551X,G9
6304386168,G10
6304392907,G10
6304397941,G10
6304400225,G10
6304400381,G10
6304400810,G10
6304401132,G10
6304401892,G10
6304402929,G10
6304404859,G10
6304406096,G10
6304410433,G10
6304410492,G10
6304410832,G10
6304411448,G10
6304411472,G10
630441336X,G10
6304414145,G10
6304415346,G10
6304416415,G10
6304416423,G10
6304429703,G10
630442972X,G10
6304431848,G9
6304432712,G10
6304435096,G9
6304435878,G10
6304437226,G10
6304437234,G10
6304437544,G10
6304437617,G10
6304438060,G10
6304438176,G10
6304438273,G10
6304441630,G10
6304442467,G10
630444284X,G10
6304443307,G10
6304449313,G10
630445287X,G10
6304457278,G10
6304457316,G10
6304457359,G10
6304457375,G10
6304457391,G10
6304458975,G10
6304466110,G10
6304475055,G9
630447587X,G10
6304479859,G10
6304481691,G10
630448187X,G10
6304484054,G9
6304486529,G10
6304490399,G10
6304493053,G10
6304494378,G10
6304496672,G10
6304496788,G10
6304500769,G10
6304500831,G10
6304501153,G10
6304501668,G10
6304501684,G10
6304502362,G10
630450392X,G10
6304504039,G10
630450733X,G10
6304507348,G10
6304508549,G10
6304509405,G10
630451087X,G10
630451493X,G10
6304535570,G10
6304546300,G10
630454636X,G10
6304561873,G10
6304578474,G10
6304578482,G10
6304584954,G10
6304595247,G10
6304601727,G9
6304602898,G10
6304602901,G10
6304605889,G8
6304606206,G10
6304612982,G10
6304613113,G10
630461442X,G8
6304618352,G10
6304642946,G8
6304645635,G10
630464972X,G10
6304673043,G10
630467306X,G10
6304674228,G10
6304675143,G10
6304675348,G10
6304679661,G10
6304680104,G9
6304680236,G10
6304680406,G10
6304680694,G9
6304681372,G10
630468150X,G10
6304681526,G10
630469623X,G10
6304697988,G10
6304698305,G10
6304698771,G10
6304701527,G10
6304707622,G10
6304718764,G10
6304727127,G10
6304735677,G10
6304744404,G9
6304756410,G10
630476300X,G10
6304766742,G10
6304766750,G10
6304773285,G10
6304773366,G9
6304773404,G10
6304779607,G10
6304795254,G10
6304798466,G10
6304813759,G10
6304818254,G10
6304819463,G9
6304819927,G9
6304821522,G10
630482615X,G10
6304844948,G9
6304844964,G10
6304846126,G10
6304852800,G10
6304864043,G10
6304872402,G10
6304891784,G10
6304899351,G10
6304905386,G10
6304907729,G10
630491010X,G10
6304910150,G10
6304911696,G10
6304923082,G10
6304925158,G10
6304932561,G10
6304946554,G10
6304946805,G10
6304953747,G10
6304960654,G10
6304961693,G10
6304963173,G10
6304972857,G10
6304973004,G10
630497342X,G10
6304978286,G10
6304981643,G10
6304994540,G10
6304994567,G10
6305005893,G10
6305006571,G10
6305006598,G10
6305013578,G10
6305017271,G10
6305020086,G10
6305034397,G10
6305037728,G10
6305046921,G10
630505116X,G10
630506685X,G10
6305066906,G10
6305074143,G10
6305074216,G10
6305074305,G7
6305076154,G10
6305076456,G10
6305076731,G10
6305077754,G10
6305078246,G10
6305078599,G9
6305080461,G10
6305082448,G10
6305086818,G4
6305090238,G10
6305090343,G8
6305099081,G10
6305112878,G10
6305112924,G10
6305116318,G10
6305120021,G8
6305128952,G10
6305132143,G9
6305132666,G10
6305133425,G10
6305133514,G10
630513720X,G10
630514415X,G10
6305161879,G10
6305162026,G10
6305162042,G10
6305165823,G10
630516584X,G9
6305165882,G10
6305168822,G10
6305169187,G10
6305171718,G10
6305171769,G10
6305177473,G10
6305180261,G10
6305181381,G10
6305183023,G10
6305186677,G10
6305191883,G10
6305210101,G10
6305210144,G10
6305214522,G10
6305214646,G10
630522207X,G10
6305222711,G10
6305222754,G10
630522661X,G10
6305229449,G10
6305230226,G9
6305238065,G10
6305240655,G10
6305242143,G10
6305248869,G10
6305260621,G8
6305262128,G10
6305262160,G10
6305262241,G10
6305262268,G10
6305262454,G10
6305263299,G10
6305263590,G6
6305265496,G10
630526564X,G10
6305268827,G10
6305268843,G10
6305268916,G10
6305268924,G10
6305291403,G10
6305295522,G10
